Distance (m),Lean Angle (deg)
15437,23.1036094251
15441,24.3287362231
15445,25.4115308368
15448,26.3285973061
15452,27.0868064613
15455,27.6918127097
15458,28.1766988539
15462,28.9379104402
15465,29.4115163775
15468,29.8258018973
15472,30.4000851488
15475,31.0482441718
15478,32.1615586961
15481,33.3759886782
15484,35.1237591502
15487,36.2093129899
15491,36.4228600703
15494,36.4937953199
15497,36.4228600703
15500,36.1616784939
15503,35.7545384592
15506,35.3189177635
15509,35.0258472352
15512,35.5373378255
15515,36.0423576483
15518,36.2806376426
15521,36.5174363032
15524,36.7058243313
15527,36.9166911918
15530,37.2655639469
15533,37.4272632623
15536,37.4272632623
15539,37.3811551197
15542,37.3118502962
15545,37.1960459143
15548,37.0333508874
15551,36.869956596
15554,36.6823353077
15557,36.6588319461
15560,36.6588319461
15563,36.7058243313
15566,36.7293358631
15569,36.7527962043
15572,36.7058243313
15576,36.6117452353
15579,36.4228600703
15582,36.2330898841
15585,36.0423576483
15588,35.9227121028
15592,35.8747297721
15595,35.9227121028
15598,36.0662732671
15602,36.2093129899
15605,36.2568523435
15608,36.0901369199
15612,35.6098438504
15615,34.7306627002
15618,33.1716350144
15622,30.9139148286
15625,25.9457424144
15628,18.9680838241
15632,15.3673145069
15635,11.5679500555
15639,7.5551032159
15642,2.3369274892
15646,-3.5029391669
15649,-8.736533445
15652,-12.8591703762
15656,-15.8756366433
15659,-18.0150564046
15663,-19.456818407
15667,-20.296971402
15670,-20.7136839966
15674,-20.9052540624
15678,-21.0645400926
15681,-21.2552144586
15685,-21.6350853535
15689,-22.4824612382
15692,-23.9025384319
15696,-25.7681881776
15700,-28.0345129478
15703,-30.5629411589
15707,-33.1716350144
15711,-35.4161267456
15714,-37.1496172498
15718,-38.3830106753
15721,-39.0946568154
15724,-39.2922710498
15728,-39.182610943
15731,-38.9401995428
15734,-38.7183348624
15737,-38.6292227112
15740,-38.9401995428
15744,-39.5974480489
15747,-40.4336635899
15750,-41.2289179448
15753,-41.8028084887
15756,-41.8231068638
15758,-41.2496114752
15761,-39.3360118408
15764,-36.3517951337
15767,-34.9276619391
15770,-33.6047752755
15772,-32.4487352642
15775,-31.3956830711
15778,-30.7522378392
15780,-30.7792076759
15783,-31.6082048635
15785,-32.9662847571
15788,-34.5822754377
15791,-36.2806003729
15793,-37.8854504354
15796,-39.2484412113
15799,-40.3063443137
15801,-41.0838592336
15804,-41.5580949786
15807,-41.7214544345
15810,-41.5376288849
15813,-41.1461104241
15816,-40.6026545817
15819,-39.8353902809
15822,-38.8072604444
15825,-37.4272632623
15828,-35.8026661458
15831,-34.1088481697
15834,-32.5267481383
15837,-31.2623352978
15840,-30.6982104721
15843,-30.8600688595
15847,-31.4488831364
15850,-32.1091306639
15853,-32.4487352642
15856,-31.9252202615
15860,-30.2366847738
15863,-27.5195836445
15866,-23.9330579628
15870,-19.6190482505
15873,-15.1632854139
15877,-11.1816649636
15880,-7.8779953372
15884,-5.3187044017
15888,-3.3937302368
15891,-2.1180483818
15895,-1.2419776105
15899,-0.2557244183
15903,0.2557244183
15907,0.2557244183
15910,0.182693649
15914,-0.109604962
15918,-0.7306228563
15922,-1.7165950026
15926,-2.9930733582
15930,-4.4845804593
15934,-6.1867272689
15938,-7.9855153787
15942,-9.9104765058
15946,-12.0230572217
15950,-14.5146304083
15954,-17.4183249628
15958,-20.6497528496
15962,-23.9941016481
15966,-27.1446805813
15970,-29.6880703322
15974,-31.4222906398
15977,-32.4487352642
15981,-32.9405637882
15985,-33.0947458792
15988,-33.2227929532
15992,-33.7566293283
15996,-34.6317709482
15999,-35.7785907037
16003,-37.0100255789
16007,-38.1350775839
16011,-39.0505800972
16014,-39.8353902809
16018,-40.4971432357
16022,-41.1461104241
16026,-41.8636968998
16029,-42.6249885021
16033,-43.3294813263
16037,-43.8473640606
16041,-44.0935476969
16045,-43.9801731581
16049,-43.7139317089
16052,-43.4067572943
16056,-43.115917615
16060,-42.9401081193
16064,-42.9792502156
16068,-43.2131828365
16072,-43.5223181994
16076,-43.828321634
16080,-44.0180227129
16084,-43.999089121
16088,-43.8663645336
16092,-43.6565726686
16095,-43.4260682721
16099,-43.115917615
16103,-42.4065136813
16107,-41.1875565763
16111,-40.1785438393
16115,-39.6625009756
16119,-39.1386440625
16123,-38.5398887657
16127,-37.953695782
16131,-36.1616784939
16135,-33.1972214471
16140,-30.0453342559
16144,-28.4598962976
16148,-26.8836395113
16152,-25.262262314
16156,-23.5349900842
16161,-21.6666353819
16165,-19.456818407
16169,-16.8845207473
16174,-14.924771444
16178,-13.4135444739
16182,-11.9181625374
16187,-10.4767233349
16191,-9.0218193823
16196,-5.4997766208
16200,-2.4462846607
16205,-1.4610657083
16209,-0.5480087833
16214,0.2192091226
16219,0.9863485099
16223,1.607082028
16228,1.8991074717
16233,1.6801111227
16237,1.0228532188
16242,0.0730891324
16247,-0.9863485099
16251,-2.0450555473
16256,-2.8837560298
16260,-3.320891486
16265,-3.3573407823
16269,-3.0659585769
16274,-2.5556812301
16278,-1.7896158289
16282,-0.8402073446
16286,0.3288116805
16290,1.6801111227
16294,3.2844966382
16298,5.4273493762
16302,8.5222535852
16306,12.4418134176
16310,17.0516700854
16314,21.9815238598
16318,26.767247903
16321,30.8600688595
16325,34.1088874842
16329,36.4937953199
16332,38.0671690233
16336,38.8516402704
16339,39.182610943
16343,39.3797323024
16346,39.6191686245
16350,39.8569278799
16353,40.2212087011
16357,40.7078672418
16360,41.3733689296
16364,42.1262343449
16368,42.6843448272
16371,42.9596853847
16375,42.9596853847
16379,42.7632592193
16382,42.4264608574
16386,42.0053417438
16390,41.7621731735
16394,42.3865851228
16397,42.8223212738
16401,42.9205184122
16405,42.9792809198
16409,42.8419733381
16413,42.6843448272
16417,41.6602955574
16421,38.9401995428
16425,36.0662732671
16429,35.0503376101
16433,34.2089816815
16437,33.6047752755
16441,33.1716350144
16445,32.7082800034
16449,32.0829146538
16453,31.4755022731
16457,30.2366847738
16461,28.3468070361
16465,25.9162025074
16470,20.7136839966
16474,17.9489781983
16478,15.9432392734
16482,13.931032237
16487,11.8831979017
16491,9.0930990258
16495,6.5115245087
16500,4.1576308788
16504,2.0450555473
16508,0.1461207026
16513,-1.3880216725
16517,-2.5921807922
16522,-3.3937302368
16526,-3.866761692
16531,-3.975854684
16535,-3.6848590435
16540,-3.1388338749
16544,-2.4462846607
16549,-1.7165950026
16553,-0.9497856919
16558,-0.2922395065
16562,0.2192091226
16567,0.6941125727
16571,1.095917422
16576,1.4975573187
16580,1.9355825588
16585,2.3369274892
16589,2.701552347
16593,3.0295457755
16597,3.3209486187
16601,3.6121226444
16605,3.9395125371
16609,4.3756286905
16613,4.9563008846
16617,5.6445212891
16620,6.4393640103
16624,7.0519115459
16627,7.4114582306
16630,7.4473642335
16633,7.0878748576
16636,6.3311132093
16639,5.354961574
16642,4.5208715516
16645,4.2666452389
16648,4.9200552682
16650,7.0158861837
16653,9.5555773781
16655,11.8131868098
16658,13.3444190026
16660,13.7587891471
16662,13.0327041751
16664,11.673112489
16666,10.2646654334
16668,9.271145761
16670,9.1287002891
16672,10.4767787662
16674,12.8939291097
16675,15.8418448407
16677,18.837283481
16678,21.5086979857
16680,23.4120309426
16681,24.7520422733
16683,25.6495384679
16684,26.2698882371
16685,26.6506175379
16686,26.9708333289
16687,27.2891947019
16688,27.7204424933
16689,28.3750908608
16690,29.2726943443
16691,30.4544451701
16692,31.6612053156
16692,33.1972214471
16693,33.5794274266
16694,33.3250098467
16695,32.8632706845
16696,32.1615586961
16696,31.1286520739
16697,29.8807972612
16698,28.853874588
16699,28.5445660227
16700,29.0776389306
16701,31.0482441718
16702,33.6807692788
16703,34.7059812583
16704,35.6098438504
16705,36.3280903865
16706,36.9867225559
16708,37.4503322318
16709,37.5883039303
16710,37.0100621501
16711,35.6098438504
16713,34.483068554
16714,33.907947923
16716,33.3250098467
16717,32.6824093033
16719,32.0041351928
16721,30.1000876054
16722,26.6214341244
16724,21.1281693509
16726,16.8845732411
16728,11.4275739859
16730,4.8474953157
16732,-2.5921807922
16734,-10.123061128
16736,-13.8276737258
16738,-17.4183249628
16741,-20.4895893863
16743,-23.1653786343
16745,-25.9457424144
16747,-30.4544025585
16749,-31.7669837901
16752,-32.2400673734
16754,-32.6564829746
16756,-33.2227929532
16759,-33.8827784859
16761,-34.458200686
16764,-34.7799814433
16766,-34.9276619391
16769,-35.0503376101
16771,-35.001303714
16774,-34.976783981
16777,-34.4333570261
16779,-33.1972214471
16782,-32.5267481383
16785,-31.8198033366
16787,-31.0213832543
16790,-29.2726507124
16793,-26.9417684953
16796,-24.9626233936
16799,-24.1464340844
16802,-23.3504414185
16805,-22.7937176518
16808,-22.3888051518
16811,-21.9815238598
16814,-21.5086483594
16817,-21.0645400926
16820,-19.6838793625
16824,-17.9820234786
16827,-17.2518344684
16830,-16.5493881348
16833,-15.8756366433
16836,-14.6173098772
16840,-13.5862923694
16843,-13.5172123614
16847,-13.8621547995
16850,-14.4461065502
16853,-15.2653494808
16857,-16.2804615365
16860,-17.5512682453
16863,-19.1639257821
16866,-21.1281194669
16869,-23.2888431126
16872,-25.5603845111
16875,-27.8062866364
16878,-29.8532855782
16881,-31.5551857085
16884,-32.5267481383
16887,-33.0433982606
16890,-33.5286472312
16892,-33.7060576122
16895,-33.907947923
16898,-33.7818730534
16900,-33.0947458792
16903,-32.7858427794
16905,-32.4747817785
16907,-32.2400673734
16910,-31.9778590244
16912,-32.4487352642
16914,-33.9582817408
16916,-34.6565354094
16918,-35.3432323958
16920,-36.1378208368
16922,-36.9867225559
16924,-37.8626857821
16926,-39.5540342438
16928,-40.9590026234
16930,-42.0255119042
16932,-42.7040844816
16933,-42.998833304
16935,-42.9204876493
16937,-42.6447968644
16939,-42.3066816194
16941,-41.9446910772
16943,-41.5785802329
16945,-41.0838592336
16947,-40.2850888168
16948,-39.1166572957
16950,-37.5882679164
16952,-35.7063525548
16954,-33.907947923
16956,-33.0433982606
16958,-33.4014557337
16960,-34.8785196725
16962,-37.0798855934
16964,-39.1386440625
16966,-40.3912661161
16968,-40.8545828292
16970,-40.5605031315
16972,-39.5105319585
16974,-36.0423576483
16976,-33.907947923
16979,-32.318440741
16981,-30.5629411589
16983,-28.6572330911
16985,-25.5306058945
16988,-21.7296940797
16990,-17.2185211438
16992,-11.8481693826
16995,-5.535955258
16997,1.8260954451
17000,9.4489564486
17002,16.4822525619
17005,22.3888541682
17007,26.9127342748
17009,29.8533287118
17012,31.7669837901
17014,33.0433982606
17017,33.907947923
17019,34.5575055762
17022,35.0503376101
17024,35.4646625973
17027,35.7786284509
17029,35.8987093838
17031,35.8026661458
17034,35.3918559504
17037,34.7059812583
17039,33.8827784859
17042,33.0177221621
17044,32.2400673734
17047,31.7934218141
17050,31.7405721407
17053,32.0304375392
17055,32.5267889047
17058,33.0433982606
17061,33.3250098467
17064,33.1972214471
17067,32.6824093033
17070,31.7141454371
17073,30.3729037858
17076,28.600951823
17078,26.5337486493
17081,24.2680109374
17084,21.8557445353
17087,19.3267903497
17090,16.8176199766
17092,14.2746933611
17095,11.7781953094
17098,9.3067112462
17100,6.871898818
17103,4.5571590129
17105,2.2274960581
17108,-0.109604962
17110,-2.5192368086
17112,-5.1375256809
17114,-8.0929788979
17117,-11.4977794923
17119,-15.2653494808
17121,-19.2290694615
17123,-23.1653786343
17124,-26.6213882989
17126,-29.2170335657
17128,-31.075047887
17130,-32.2139265345
17131,-32.7858427794
17133,-32.7082800034
17135,-32.318440741
17136,-31.9515265322
17138,-31.9515265322
17139,-32.6046259217
17141,-34.258920335
17142,-36.4937953199
17144,-38.8516054843
17145,-41.0630934906
17146,-42.8223212738
17148,-43.7330470245
17149,-43.6948341966
17151,-42.7829487815
17152,-41.0422820116
17153,-38.6292227112
17155,-35.8506979736
17156,-33.4269478308
17158,-31.8461698099
17160,-31.3423808824
17161,-32.1091306639
17163,-35.5856897411
17164,-37.953695782
17166,-37.0100255789
17168,-35.8747297721
17170,-34.6565354094
17172,-32.9662847571
17173,-31.2088821159
17175,-26.0933123964
17178,-20.0071458476
17180,-17.6508610464
17182,-15.5370525084
17184,-13.7932365141
17186,-11.4977794923
17188,-12.0579857265
17191,-14.480400637
17193,-15.06112281
17196,-14.4461065502
17198,-13.2406023767
17201,-11.8481693826
17203,-10.33536476
17206,-8.0571265824
17209,-5.753046713
17211,-1.4975573187
17214,4.4845804593
17217,11.1816649636
17219,22.0757248248
17222,29.4392702455
17225,32.318440741
17227,33.5032547062
17230,34.1839901633
17232,34.5078826783
17235,34.6565354094
17237,34.7553294272
17239,34.8046574181
17242,34.8785196725
17244,35.172646291
17247,35.8266893185
17249,36.7527962043
17251,37.8854861617
17254,39.0726426152
17256,40.2638199605
17258,41.3733689296
17260,42.3865851228
17263,43.3101391832
17265,44.1500726831
17267,44.8567626439
17269,45.4567517461
17271,45.8675358919
17273,46.0089904974
17276,45.7609569367
17278,45.0399310116
17280,44.0935476969
17282,42.998833304
17284,41.8839885346
17287,40.7498661622
17289,39.7274318048
17291,38.8072604444
17294,37.9082367434
17296,36.9400736982
17298,35.7545384592
17301,34.1088874842
17303,32.0829146538
17306,29.7432169817
17308,27.2603399659
17311,24.8123016343
17313,22.7005326324
17316,21.0008564131
17319,19.878007265
17321,19.294212639
17324,19.2616730602
17327,19.6514957725
17330,20.3291413881
17332,21.3186799777
17335,22.6071719177
17338,24.1768380871
17341,25.827447596
17344,27.1736405917
17347,27.9490744318
17349,28.3185081549
17352,28.6853952442
17355,28.853874588
17358,28.993829585
17361,29.0776389306
17364,29.1613123065
17367,29.3004802473
17370,30.3456646105
17373,31.2623352978
17376,32.0041351928
17379,32.6824093033
17382,33.3759886782
17385,34.0587317895
17388,34.3088389642
17392,33.9834066507
17395,32.8374898589
17398,32.2662341956
17401,31.7669837901
17404,31.3690604288
17408,31.0213832543
17411,30.7522378392
17414,30.590016745
17417,30.3184530118
17421,29.7156728483
17424,28.1199053523
17428,24.3590532986
17431,19.1639257821
17434,16.0107434409
17438,12.4766313732
17442,8.6651151832
17445,4.4845804593
17449,0
17452,-4.8111810242
17456,-9.5555773781
17460,-13.9309782316
17463,-17.5844606685
17467,-20.4254200639
17471,-22.3575747539
17474,-23.9025384319
17478,-25.1725341395
17482,-26.240465304
17486,-27.057801504
17489,-27.6344631186
17493,-27.9775689688
17497,-28.0914414122
17501,-28.0345129478
17505,-27.777657028
17509,-27.433288951
17513,-27.1446805813
17517,-26.9998376598
17520,-26.9417684953
17524,-26.8836395113
17528,-26.9127342748
17532,-26.9707877844
17536,-27.1736405917
17540,-27.4908487912
17544,-27.433288951
17548,-27.1446805813
17552,-26.7381241192
17557,-26.3285973061
17561,-26.0048241484
17565,-25.6792114065
17569,-25.2323363347
17573,-24.7520422733
17577,-23.8720045
17581,-22.5448447193
17585,-20.9052540624
17589,-18.6078285558
17593,-15.4691799922
17597,-11.5678950335
17601,-7.1597846329
17605,-2.701552347
17609,1.2784758877
17612,4.7386547249
17616,7.8421616388
17620,10.5827271105
17624,13.0327041751
17627,15.0952235559
17631,16.9514266369
17635,19.5217799758
17638,22.6071719177
17642,25.73855954
17646,26.5921899697
17649,27.4333341195
17653,28.2618207456
17656,29.0776389306
17660,29.9631553002
17663,32.0041351928
17667,32.2923449755
17670,31.5020646058
17674,30.8062047182
17677,30.1274630305
17681,29.7432169817
17684,29.6881136082
17687,29.9357320986
17691,30.3729037858
17694,30.9677003289
17697,31.5817028178
17700,32.1091718075
17704,32.3706281449
17707,32.4747817785
17710,32.5527495683
17714,32.3966788564
17717,32.2662341956
17720,31.2890601711
17724,28.6572772442
17727,24.9325977195
17730,22.3888541682
17734,19.3267903497
17737,15.6387509727
17741,11.3573888248
17744,6.6557265726
17748,4.0849188389
17752,1.4975573187
17755,-1.1324195518
17759,-3.7212798864
17762,-6.4393640103
17766,-11.2871140135
17770,-15.4352536774
17774,-19.9748936493
17777,-21.477029525
17781,-21.223436279
17785,-20.7776114149
17789,-20.0393848444
17792,-18.8372321266
17796,-17.2518344684
17800,-15.4352536774
17804,-12.441758751
17808,-11.2871140135
17812,-10.5826717172
17816,-10.1585017513
17820,-9.7331489568
17824,-9.5200630311
17828,-9.5200630311
17832,-9.4844855369
17836,-9.3422695045
17840,-8.9861969587
17844,-8.3077335315
17848,-7.4473642335
17852,-5.8976639005
17856,-4.193953379
17860,-3.5393174907
17864,-2.9566556878
17869,-2.4462846607
17873,-1.9355825588
17877,-1.4610657083
17881,-1.0593570981
17885,-0.4018405517
17890,0.2557244183
17894,0.5114959793
17898,0.5480087833
17903,0.6210903457
17907,0.5845211426
17911,0.5845211426
17916,0.4749254394
17920,0.2557244183
17924,-0.109604962
17929,-0.6210330276
17933,-1.095917422
17937,-1.424515624
17942,-1.4975573187
17946,-1.2419776105
17951,-0.657601726
17955,0.1461207026
17960,1.57059415
17964,3.3573407823
17969,4.7386547249
17973,5.2100210944
17978,5.4997766208
17982,5.6083560126
17987,5.4997766208
17991,5.2100210944
17996,4.5934997723
18001,3.7940554442
18005,2.8473312768
18010,1.972113335
18015,1.1689207632
18019,0.657601726
18024,0.4018978737
18029,0.2922968299
18033,0.2557244183
18038,0.2192091226
18042,-0.0365159186
18047,-0.5845211426
18051,-1.4610657083
18056,-2.5921807922
18060,-3.866761692
18064,-5.246234127
18068,-6.5836077157
18072,-7.9496441236
18076,-9.3067112462
18080,-10.6180085569
18084,-11.2519912731
18088,-11.8831430051
18092,-12.4766313732
18095,-13.0673601343
18099,-13.6207902374
18103,-14.480400637
18106,-14.9929420842
18110,-15.2993310729
18113,-15.4352536774
18116,-15.7064585282
18119,-16.2467539706
18123,-17.1851434966
18126,-20.7136839966
18129,-27.9775689688
18132,-33.0947458792
18134,-33.8575546598
18137,-34.0587317895
18140,-34.0837973864
18143,-34.0837973864
18146,-34.0837973864
18149,-34.3835863576
18152,-34.6812463163
18155,-35.5856897411
18158,-37.1960459143
18161,-39.2045565858
18163,-41.2082437891
18166,-42.8223212738
18169,-43.8663645336
18172,-44.2815351632
18175,-44.0180227129
18178,-42.9204876493
18181,-41.2908945231
18184,-39.3141482733
18187,-37.1960459143
18190,-35.1726079711
18193,-33.6554660772
18196,-32.4747817785
18199,-31.4488831364
18202,-30.481581194
18205,-29.439226756
18208,-28.3184637178
18211,-27.1157509968
18214,-25.9752675244
18217,-24.9626233936
18220,-24.1768380871
18223,-24.024577911
18226,-24.6012094348
18229,-25.827447596
18232,-27.4908487912
18235,-29.3282510515
18238,-30.994549337
18240,-32.3445214942
18243,-33.3759886782
18246,-34.0837973864
18249,-34.5078826783
18251,-34.5078826783
18254,-34.033611991
18257,-33.0947458792
18260,-31.6347334162
18263,-29.7156728483
18265,-27.3180344684
18268,-24.510515931
18271,-21.4137010101
18274,-18.2460948425
18277,-15.1292599441
18280,-12.2326010325
18283,-9.4489564486
18286,-6.7998440727
18289,-4.2666452389
18292,-1.972056078
18295,0.0365159186
18298,1.8626308462
18302,3.4665580181
18305,4.8474953157
18308,5.9699727221
18311,6.7638368537
18315,7.3395723142
18318,7.7345673528
18321,8.0213241305
18325,8.0929788979
18328,7.9855153787
18332,7.7345673528
18335,7.3395723142
18339,6.835902415
18342,6.1867272689
18346,5.3187044017
18349,4.2303295192
18353,2.8838132097
18357,1.2419776105
18360,-0.7671898617
18364,-3.0659585769
18368,-5.3911576306
18371,-7.6269182104
18375,-9.5910843228
18379,-11.146516599
18383,-12.0230572217
18387,-12.3023390728
18390,-11.9880647999
18394,-11.146516599
18398,-9.8395905393
18402,-8.2361557232
18406,-6.5836077157
18410,-4.9199983646
18414,-3.3573407823
18418,-1.972056078
18422,-0.7671898617
18426,0.3288116805
18430,1.4245729135
18435,2.4827903492
18439,3.5757500624
18443,4.6660562717
18447,5.7168950491
18451,6.7998440727
18455,7.8779953372
18460,8.9505675361
18464,10.123061128
18468,11.3924857318
18472,12.7550001422
18477,14.1029651707
18481,15.4013162771
18485,16.381409224
18490,16.9848879799
18494,17.1851958221
18498,17.0182849827
18503,16.4822525619
18507,15.5030952034
18512,14.2746933611
18516,12.9286237435
18520,11.5679500555
18525,10.2292483973
18529,9.0574906873
18534,8.0213241305
18538,7.1598410681
18542,6.4393640103
18547,5.7891937859
18551,5.1738038915
18556,4.4845804593
18560,3.6121226444
18564,2.5921807922
18568,1.3515265956
18573,-0.0365159186
18577,-1.4975573187
18581,-2.9566556878
18585,-4.230272506
18589,-5.2824998007
18593,-5.753046713
18597,-5.6806820584
18601,-5.1738038915
18605,-4.3029575278
18609,-3.2116418736
18613,-2.1545136153
18616,-1.1689207632
18620,-0.3288116805
18624,0.4018978737
18627,1.095917422
18631,1.7531347627
18634,2.4463418812
18637,3.1752391561
18641,3.866761692
18644,4.4482857645
18647,4.883748798
18651,5.1375825466
18654,5.2462909731
18657,5.1375825466
18660,4.883748798
18662,4.3756286905
18665,3.7576406421
18668,3.0659585769
18671,2.4098342104
18673,1.8626308462
18676,1.5341049989
18678,1.5341049989
18681,1.607082028
18683,1.607082028
18685,1.1689207632
18688,-0.1461207026
18690,-2.1545136153
18692,-4.5571590129
18694,-7.0518550842
18696,-9.4489564486
18697,-11.2871140135
18699,-12.5810836532
18701,-13.4135444739
18702,-13.9998146912
18704,-14.6856739079
18705,-16.2804615365
18707,-18.9353644263
18708,-22.2324641835
18710,-25.9457424144
18711,-29.7432169817
18712,-33.5286472312
18713,-37.0566253666
18715,-40.2425043174
18716,-42.9792502156
18717,-45.1855932153
18718,-46.6540008079
18719,-47.5518775512
18720,-48.0141671891
18721,-48.1772861643
18722,-48.1610283943
18723,-48.1772861643
18724,-48.4361421545
18725,-48.8987156055
18726,-49.492139957
18727,-50.0715359063
18728,-50.4007135718
18729,-50.4452519812
18730,-50.221720696
18732,-49.7225099192
18733,-48.9775985249
18734,-47.9322063289
18735,-46.5850081669
18736,-44.9667922485
18737,-43.1354137424
18739,-41.1461104241
18740,-39.1606516058
18742,-37.2655639469
18743,-35.4888895956
18745,-33.8071415177
18746,-32.1877296021
18748,-30.3728611031
18749,-28.2618207456
18751,-25.7088695907
18753,-22.7626700857
18755,-19.3918048126
18756,-15.7402954688
18758,-12.0230572217
18760,-8.3434846098
18762,-4.8111810242
18764,-1.4975573187
18767,1.4610657083
18769,4.1576308788
18771,6.5836642878
18773,8.6651151832
18776,10.3707579899
18778,11.4977794923
18780,12.2326010325
18783,12.6506896026
18785,12.7897331076
18788,12.6506896026
18790,12.127870255
18793,11.3924857318
18796,10.6180085569
18798,9.8395905393
18801,9.271145761
18804,9.0930990258
18807,9.3422695045
18809,9.8041361425
18812,10.1938789973
18815,10.2292483973
18818,9.3422695045
18821,7.6627885399
18824,3.975854684
18827,-1.095917422
18830,-3.2844966382
18833,-5.3911576306
18837,-7.3395723142
18840,-9.5200630311
18843,-11.8131868098
18846,-13.7932365141
18849,-15.3333549738
18853,-16.5493881348
18856,-17.4515659323
18859,-18.1471678046
18863,-18.6734579131
18866,-19.0660625817
18869,-19.4242926109
18873,-19.7810023897
18876,-20.0393848444
18879,-20.168309606
18883,-19.9748936493
18886,-19.456818407
18890,-18.7389851356
18893,-17.750343916
18897,-16.6165296798
18900,-15.2313568956
18904,-13.6898099118
18908,-12.0579857265
18911,-10.406087771
18915,-8.736533445
18919,-7.1238325623
18922,-5.6445212891
18926,-4.230272506
18930,-2.9566556878
18934,-1.7896158289
18938,-0.6941125727
18941,0.3653262643
18945,1.315030423
18949,2.2639559676
18953,3.1024260592
18957,3.8304101108
18961,4.4119305099
18965,4.883748798
18969,5.2824998007
18973,5.6445212891
18977,6.0422624821
18981,6.4033043663
18985,6.6918063542
18989,6.9078897764
18993,7.0519115459
18997,7.0519115459
19001,6.9799117303
19005,6.9799117303
19009,7.1957874689
19013,7.8063217723
19017,9.0930990258
19022,10.7591080774
19026,12.6158640582
19030,14.480400637
19034,16.2804615365
19038,17.8827987098
19042,19.3267903497
19046,20.7136839966
19051,22.0129709433
19055,23.2580225799
19059,24.3894034301
19063,25.322023233
19067,26.0933123964
19070,26.7381241192
19074,27.3757142972
19078,28.4316576763
19082,30.2912263065
19086,32.8632706845
19089,35.7545384592
19093,38.5398887657
19097,40.2425043174
19100,40.6447860251
19104,40.0074145966
19108,38.6069187897
19111,36.7762422234
19115,34.8538878861
19118,33.1972214471
19122,32.0041351928
19126,31.3956830711
19129,31.448924871
19133,31.8988989487
19136,32.2400673734
19140,32.3706281449
19144,32.318440741
19147,32.1353727652
19151,31.872562592
19154,31.5817028178
19157,31.3956830711
19161,31.3423808824
19164,31.5551857085
19167,32.0041351928
19171,32.4747817785
19174,32.8632706845
19177,33.1460336523
19181,33.2994580029
19184,33.1716350144
19187,32.8116535609
19190,32.4487761012
19194,32.3706281449
19197,32.760017028
19200,33.7313707447
19203,34.7799814433
19206,35.7063903705
19210,36.3755226501
19213,36.6588319461
19216,36.3517951337
19219,35.6822566786
19223,34.7553294272
19226,33.6807692788
19229,32.5527495683
19233,31.3956830711
19236,30.2639417167
19240,29.0497321957
19243,27.7777019138
19247,26.3579755988
19250,24.7520422733
19254,23.0108005415
19257,21.1599386136
19261,19.1965040619
19264,17.0850956536
19268,14.924771444
19272,12.7550001422
19275,10.6532818677
19279,8.5937258515
19282,6.6557265726
19286,4.9200552682
19289,3.3209486187
19292,1.8626308462
19296,0.6210903457
19299,-0.4384118345
19302,-1.2054210266
19305,-1.7530774915
19308,-2.081524184
19311,-2.1909771044
19313,-2.081524184
19316,-1.7530774915
19319,-1.3149731283
19321,-0.8036989291
19323,-0.2557244183
19326,0.3288116805
19328,0.8402646571
19330,1.2054783261
19332,1.5341049989
19334,1.8626308462
19336,2.2639559676
19338,3.0295457755
19340,4.3029575278
19341,6.1144762832
19343,8.3792852615
19344,10.9001310776
19346,13.5517844692
19347,16.2130877155
19348,18.8699898781
19350,21.4453969688
19351,23.8720045
19352,26.0933123964
19353,28.0060484748
19354,29.6604959622
19356,31.0213832543
19357,32.1615586961
19358,33.0947458792
19359,33.9834066507
19360,34.903098149
19361,35.8747297721
19362,36.9166911918
19363,38.0445166675
19364,39.2484412113
19365,40.4548257184
19366,41.5990204379
19367,42.5853961715
19368,43.3101391832
19369,43.7902601355
19370,44.0746918876
19371,44.2440510781
19372,44.3750954017
19374,44.7094197984
19375,45.4567517461
19376,46.4811757845
19377,47.5352232232
19378,48.3070546317
19379,48.516509528
19380,48.3394004927
19381,47.8500110315
19382,47.0812971268
19383,46.0794479857
19384,44.8567626439
19385,43.4646231232
19387,41.9851271078
19388,40.4971432357
19389,39.1166572957
19390,37.9309732816
19392,36.7997106988
19393,35.6340212845
19395,34.3088389642
19396,32.7858427794
19398,30.8062047182
19399,28.3468070361
19401,25.3518582082
19403,21.8242773982
19405,17.7834630436
19407,13.1020607575
19409,8.0213241305
19411,0.0730891324
19413,-7.9138228409
19415,-10.7238593293
19417,-13.3098414263
19419,-15.5709454399
19422,-19.1312834618
19424,-21.477029525
19426,-21.7296940797
19429,-21.9815238598
19431,-22.6382899688
19434,-23.5349900842
19436,-24.6917244798
19439,-25.9162025074
19442,-27.1157509968
19444,-28.233476682
19447,-29.2170335657
19450,-30.0727399685
19453,-30.7792076759
19456,-31.4488831364
19459,-32.1615586961
19462,-32.8890365478
19465,-33.5794274266
19468,-34.0837973864
19471,-34.1339234342
19474,-34.1839509185
19477,-34.1088481697
19480,-33.8827784859
19483,-33.6301082466
19486,-31.3690186232
19489,-28.0345129478
19492,-26.6506175379
19495,-26.4752018628
19498,-26.3285973061
19501,-26.708939673
19504,-27.1157509968
19507,-28.233476682
19510,-30.0727399685
19513,-32.1353727652
19516,-33.9331025221
19518,-35.2458096657
19521,-36.2092756522
19524,-37.0100255789
19527,-37.8171143037
19530,-38.8516054843
19533,-40.0716636154
19536,-41.3939388191
