Distance (m),Lean Angle (deg)
7853,8.5579650408
7855,14.6173098772
7858,19.878007265
7860,24.5407458432
7863,28.7697028447
7865,32.734135726
7867,36.4937953199
7870,39.8999963635
7872,42.8223212738
7875,45.1492615197
7877,46.7914873923
7880,47.4684739046
7882,47.3344392278
7885,46.3769461033
7888,44.5427369513
7890,41.7621731735
7893,37.9991343091
7896,33.4778472906
7898,28.2050730376
7901,22.1698004655
7904,15.4013162771
7907,7.9497003531
7910,0.0365159186
7913,-7.9496441236
7916,-15.6387509727
7919,-22.4824612382
7922,-27.8634110273
7925,-31.7669837901
7928,-34.258920335
7931,-35.4646245529
7934,-35.4161267456
7937,-34.3586983773
7940,-32.8890365478
7943,-31.1821538523
7947,-29.5223106947
7950,-28.0914414122
7953,-27.057801504
7957,-26.1521995959
7960,-25.0826738323
7963,-23.5657302072
7967,-21.2552144586
7970,-17.8165699078
7974,-13.4481465547
7977,-8.3792291527
7981,-2.9202356285
7984,2.6651163766
7988,7.9138228409
7992,12.7550001422
7995,17.0850956536
7999,20.8733761957
8003,23.9941016481
8006,26.2992501961
8010,27.8062866364
8014,28.4598962976
8017,28.2901497582
8021,27.2603399659
8025,25.5603845111
8029,23.6577681486
8033,21.6034719906
8037,19.6190482505
8041,17.750343916
8044,16.2804615365
8048,15.0270646242
8052,13.8277277793
8056,12.6158640582
8060,11.2519912731
8064,9.8750373353
8068,8.4865354645
8072,6.9799117303
8076,5.3187044017
8080,3.5393174907
8084,1.4610657083
8087,-0.9132794113
8091,-3.6484923145
8094,-6.7278242718
8098,-9.8750373353
8101,-12.4069314515
8104,-14.0341905131
8107,-14.6514972184
8110,-14.2403362272
8113,-12.8939291097
8116,-10.9705373888
8119,-9.0574906873
8121,-7.5192149297
8124,-6.5836077157
8126,-6.4754185374
8129,-7.3395723142
8131,-8.7722043464
8133,-10.4767233349
8135,-12.1976634378
8137,-13.5862923694
8139,-14.1716984153
8141,-13.9654285924
8143,-13.0673601343
8145,-11.4977794923
8147,-9.3778205109
8149,-6.871898818
8150,-4.1576308788
8152,-1.3149731283
8154,1.7165950026
8155,4.9563008846
8157,8.6294238887
8158,12.5810836532
8160,16.5158261736
8161,20.3291413881
8163,23.8108454716
8164,26.7089854283
8165,29.1613123065
8167,31.2890601711
8168,33.2739312824
8169,35.2702064258
8170,37.4733508735
8172,39.8138391824
8173,42.1463279276
8174,44.2815351632
8175,46.0266147849
8176,47.115197856
8178,47.635042981
8179,47.7013699474
8180,47.3680183582
8181,46.7914873923
8182,46.1497537641
8184,45.6539697793
8185,45.3666723076
8186,45.3485992887
8188,45.564491466
8189,45.8142973396
8190,45.8675358919
8192,45.6539697793
8193,45.1492615197
8194,44.3564189252
8196,43.3874643086
8197,42.4662547755
8199,41.7214544345
8200,41.2496114752
8202,41.1461104241
8203,41.4556027721
8205,41.9649313576
8207,42.5457224142
8208,43.1354137424
8210,43.6374686945
8212,43.8853827167
8214,43.9612451499
8215,43.8473640606
8217,43.618292448
8219,43.2907847372
8221,42.9205184122
8223,42.4861328069
8225,41.9447228118
8227,41.2702595172
8229,40.348848572
8231,38.8516402704
8233,36.6823353077
8236,33.6807692788
8238,29.8258018973
8240,25.0826738323
8243,20.0394354447
8245,15.0270646242
8248,10.3707579899
8251,6.1144762832
8253,2.3733818101
8256,-1.1324195518
8258,-4.5208715516
8261,-7.8779953372
8264,-11.0761392113
8266,-14.068609979
8269,-16.6165296798
8272,-18.7717811158
8274,-20.5857177022
8277,-22.1698004655
8279,-23.5964078168
8282,-24.9926815428
8285,-26.4752018628
8287,-28.1198607497
8290,-29.9356890361
8292,-31.9252202615
8295,-33.9834066507
8297,-35.9705987838
8299,-37.8399070735
8302,-39.5974480489
8304,-41.1668237926
8306,-42.446364128
8308,-43.5030987393
8311,-44.3377012037
8313,-44.9484927664
8316,-45.3305430909
8318,-45.4207374443
8320,-45.2762770303
8323,-44.9484927664
8325,-44.4683287975
8328,-43.8853529171
8330,-43.2131828365
8333,-42.5655500343
8335,-41.9446910772
8338,-41.4144957147
8340,-40.9798340064
8342,-40.5605031315
8345,-40.1144626976
8347,-39.6191686245
8349,-39.1166572957
8352,-38.6069187897
8354,-38.1802917649
8356,-37.8854504354
8358,-37.771450721
8360,-37.953695782
8363,-38.4278824367
8365,-39.2922710498
8367,-40.4124881493
8369,-41.7418042829
8371,-43.154866933
8373,-44.5612948041
8375,-45.6896589559
8377,-46.5331415387
8379,-47.0473532582
8381,-47.2671528044
8383,-47.1490289661
8385,-46.7399883358
8386,-46.167288476
8388,-45.4747275816
8390,-44.727871518
8392,-43.9422753463
8393,-43.0574465928
8395,-42.1262027908
8396,-41.1461104241
8398,-40.2212087011
8400,-39.4015549189
8401,-38.9401995428
8403,-38.8516054843
8405,-39.182610943
8406,-39.8999963635
8408,-40.9590026234
8409,-42.2065637917
8411,-43.3681590494
8413,-44.3002593115
8414,-44.8934955359
8416,-45.003384943
8418,-44.5798408409
8420,-43.752120228
8422,-42.4861328069
8423,-40.8127489039
8425,-38.6515127815
8427,-35.9945203888
8429,-33.0433982606
8431,-29.7983031089
8433,-26.4752018628
8436,-23.2579741848
8438,-20.5537051001
8440,-18.4106889113
8442,-16.7171277651
8445,-15.4352536774
8447,-14.3775942795
8449,-13.2406023767
8452,-11.8131868098
8454,-9.9813874762
8457,-7.770419486
8459,-5.1375256809
8462,-2.3368702596
8465,0.2922968299
8467,2.4827903492
8470,4.0122506745
8473,4.5208715516
8476,3.6484923145
8478,1.8260954451
8481,-0.8036989291
8484,-3.975854684
8487,-7.3395723142
8490,-10.3000190561
8493,-12.4766313732
8497,-13.7242775439
8500,-13.8621547995
8503,-12.7202031032
8506,-10.1585017513
8509,-6.871898818
8513,-3.0659585769
8516,0.8767723898
8519,4.702385858
8522,8.0213241305
8526,11.0057832345
8529,13.7243316452
8532,16.3141047294
8535,18.8699898781
8538,21.5403030665
8541,24.2072753221
8544,26.8254963968
8546,29.3560503168
8549,31.7141454371
8552,33.8575942072
8555,35.7786284509
8558,37.4733508735
8561,38.9401995428
8563,40.0502607112
8566,40.6447860251
8569,40.7078672418
8572,40.2425043174
8575,39.182610943
8578,37.4963553623
8581,35.172646291
8584,32.5527495683
8587,29.7156728483
8590,26.8836851261
8593,24.2376503683
8596,21.9501121739
8600,19.8457023637
8603,17.8166218712
8606,15.6048272129
8609,12.9286237435
8613,9.413420033
8616,5.1013002157
8619,0.0730891324
8622,-5.4635367827
8625,-11.2871140135
8628,-16.8845207473
8631,-21.8871978296
8635,-26.0933123964
8638,-29.3837908976
8641,-31.7669837901
8644,-33.2227929532
8647,-34.1589445778
8650,-34.7553294272
8653,-35.1726079711
8656,-35.5372998498
8659,-35.9705987838
8662,-36.4228600703
8665,-36.7762422234
8668,-36.8465311291
8671,-36.5173992596
8674,-35.6339834003
8677,-34.2339584042
8680,-32.3445214942
8683,-29.9356890361
8686,-27.0868064613
8689,-23.963610963
8692,-20.6817251483
8695,-17.2518344684
8699,-13.6898099118
8702,-9.8395905393
8705,-5.4997766208
8708,-0.5480087833
8711,5.1738038915
8714,11.673112489
8717,18.7390365499
8720,25.6495384679
8724,31.5020646058
8727,36.0184650292
8730,39.1606516058
8733,40.9381580998
8736,41.2496114752
8739,40.4760077318
8742,38.7183697786
8745,36.0901369199
8748,32.7082800034
8752,28.9658775565
8755,25.2323832522
8758,21.6981716273
8762,18.4764697073
8765,15.7741742533
8768,13.7587891471
8772,12.1627714225
8775,11.0057832345
8779,10.1585017513
8782,9.6266395637
8786,9.4845413067
8790,9.5555773781
8793,9.8041361425
8797,10.123061128
8801,10.4414095607
8805,10.7238593293
8808,10.9001310776
8812,11.0057832345
8816,11.0057832345
8820,10.9353384079
8824,10.7591080774
8828,10.4414095607
8832,10.0168592027
8836,9.4845413067
8840,8.8435815585
8844,8.1646082153
8848,7.5192149297
8852,7.0519115459
8856,6.7638368537
8860,6.7638368537
8865,7.0158861837
8869,7.4473642335
8873,8.0571827822
8877,8.8079243845
8882,9.6266395637
8886,10.3707579899
8890,11.0057832345
8895,11.5679500555
8899,12.0579857265
8903,12.4069314515
8908,12.4418134176
8912,12.0929599574
8916,11.4627086271
8921,10.5120844882
8925,9.3067112462
8929,7.8421616388
8934,6.4033043663
8938,5.1738038915
8942,4.2666452389
8946,3.8304101108
8950,3.6849161318
8954,3.6484923145
8958,3.6121226444
8962,3.4301169533
8966,3.0295457755
8970,2.2274960581
8973,1.095917422
8977,-0.1826363247
8980,-1.3880216725
8984,-2.1909771044
8987,-2.3368702596
8990,-2.081524184
8993,-1.57059415
8996,-0.9497856919
8999,-0.3653262643
9002,0.1461207026
9005,0.6941125727
9008,1.4975573187
9011,2.7744748963
9013,4.9200552682
9016,8.4150232326
9019,12.7550001422
9021,17.5180636668
9024,21.9501121739
9026,24.3590532986
9028,26.6797860553
9031,28.8258471079
9033,30.8600688595
9036,33.7819126708
9038,38.6738239662
9040,39.5757479355
9042,39.2265229598
9044,38.6069187897
9047,37.9309732816
9049,37.3349540174
9051,37.1496172498
9053,37.2655639469
9055,37.6112376955
9058,37.9991343091
9060,38.2930647513
9062,38.1802917649
9064,37.6570988228
9067,36.7293358631
9069,35.3918559504
9072,33.7566293283
9074,31.9778590244
9077,30.1274630305
9079,28.1766988539
9082,26.0343196278
9084,23.6270710987
9087,21.0008564131
9090,18.2790283386
9093,15.5370525084
9096,12.9633631874
9098,10.688602374
9101,8.9149311401
9104,7.5192149297
9107,6.367239633
9110,5.3187044017
9114,4.3393233544
9117,3.2116990187
9120,1.972113335
9123,0.5845211426
9126,-0.9497856919
9130,-2.5192368086
9133,-4.0485863859
9136,-5.3911576306
9140,-6.4754185374
9143,-7.1957874689
9146,-7.5551032159
9150,-7.4473642335
9154,-7.0518550842
9157,-6.4033043663
9161,-5.6445212891
9164,-4.7386547249
9168,-3.866761692
9172,-3.0659585769
9175,-2.3004140445
9179,-1.57059415
9183,-0.8402073446
9186,0.1461207026
9190,1.3880216725
9194,2.8838132097
9197,4.6297798803
9201,6.4393640103
9205,7.770419486
9208,8.5579650408
9212,8.8435815585
9215,8.7008557237
9218,8.2719759438
9222,7.6987091308
9225,7.1957874689
9228,6.9078897764
9232,7.0158861837
9235,7.7345673528
9238,9.164350324
9241,11.146516599
9244,13.5862923694
9247,16.2130877155
9250,18.542200125
9253,19.5542157633
9256,19.2291205744
9259,17.7834630436
9261,15.4352536774
9264,12.5462938315
9266,9.5911400579
9268,6.835902415
9271,4.5208715516
9273,2.7379861331
9275,1.4975573187
9277,0.6210903457
9279,-0.1826363247
9281,-1.095917422
9283,-2.2639559676
9285,-3.9395125371
9287,-6.222817052
9288,-8.8435815585
9290,-11.6730575085
9291,-14.5146304083
9293,-17.2851357799
9294,-19.7810023897
9296,-22.0757248248
9297,-24.3590532986
9298,-26.7963567761
9300,-29.6880703322
9301,-33.3249698084
9302,-37.1728204985
9303,-40.8963968285
9304,-44.1877058705
9305,-46.7399883358
9306,-48.1121676917
9308,-48.6764586595
9309,-48.596597975
9310,-48.0632140213
9311,-47.1490289661
9312,-46.1146232686
9313,-45.0581722661
9314,-43.999089121
9315,-42.9596853847
9317,-41.9042355301
9318,-40.8127489039
9319,-39.8353902809
9320,-39.1166572957
9322,-38.8072604444
9323,-39.0505800972
9325,-39.8138391824
9326,-40.7078672418
9327,-41.5376288849
9329,-42.1864769068
9330,-42.525882207
9331,-42.6249885021
9333,-42.6447968644
9334,-42.6645616184
9335,-42.7829487815
9337,-42.9792502156
9338,-43.2325866059
9339,-43.4453367135
9341,-43.5030987393
9342,-43.3488111739
9343,-42.8223212738
9345,-41.7214544345
9346,-40.157208043
9347,-38.1802917649
9349,-35.8987093838
9350,-33.5032547062
9352,-31.3423808824
9353,-29.4115163775
9355,-27.7204424933
9357,-26.0343196278
9358,-24.1464340844
9360,-21.477029525
9362,-18.1141326957
9364,-14.1029651707
9366,-9.6266395637
9368,-4.9199983646
9371,-0.3653262643
9373,3.8304101108
9375,7.4833207142
9378,10.4767787662
9380,12.8592248645
9383,14.856504023
9385,16.6500565697
9388,18.2460948425
9391,19.7162498762
9394,20.9052540624
9397,21.7927469968
9400,22.4200705405
9403,22.9178639267
9406,23.4120309426
9409,24.0855349291
9412,25.0826738323
9416,26.3872929751
9419,27.9205200982
9422,29.6053019048
9426,31.2890601711
9429,32.734135726
9432,33.8827784859
9436,34.7799814433
9439,35.3675324189
9443,35.6581462567
9447,35.5131020116
9450,35.0748133237
9454,34.4084986043
9457,33.5540646965
9461,32.6824093033
9465,32.0304375392
9468,31.7141454371
9472,31.7405721407
9476,32.1091718075
9479,32.7082800034
9483,33.1460336523
9487,33.0947458792
9491,32.4227145621
9494,31.1286520739
9498,29.3004802473
9502,27.3757142972
9506,25.7089161383
9510,24.4196914694
9514,23.6270710987
9518,23.3196493947
9522,23.2271393873
9526,23.0417348556
9530,22.6693939447
9534,22.0129709433
9538,21.0327300241
9542,19.6514957725
9546,18.0481287892
9551,16.2130877155
9555,14.2060225197
9559,12.127870255
9563,10.33536476
9567,9.0218193823
9571,8.4507546164
9575,8.7008557237
9579,9.8395905393
9583,11.988119654
9587,14.924771444
9591,18.3449095045
9594,22.0443548345
9598,25.6792114065
9602,28.9099282371
9605,31.6612053156
9609,33.9582817408
9612,35.8266893185
9616,37.28869608
9619,38.4503326323
9623,39.3797323024
9626,40.0074145966
9630,40.3276197946
9633,40.2212087011
9636,39.6408415795
9640,38.740604462
9643,37.6112376955
9646,36.3043712245
9650,35.0503376101
9653,34.1339234342
9656,33.6807692788
9660,33.7566293283
9663,34.3586983773
9666,35.2458479166
9670,35.3675324189
9673,34.2839066294
9676,31.9515678175
9680,28.3750908608
9683,23.6577681486
9686,18.3120010184
9689,12.7202031032
9692,7.1598410681
9695,1.8626308462
9698,-2.8109042226
9702,-6.871898818
9705,-10.4767233349
9708,-13.7932365141
9711,-16.8510762709
9714,-19.6514957725
9717,-22.0443548345
9720,-23.963610963
9723,-25.2921266932
9726,-26.0638002967
9729,-26.1521995959
9732,-25.6495384679
9735,-24.8724553212
9737,-23.9330579628
9740,-22.9798034539
9743,-22.1384722567
9746,-21.3503673388
9748,-20.6177168883
9751,-19.9102990144
9753,-19.294212639
9756,-18.8699898781
9758,-19.0007391422
9760,-19.878007265
9763,-21.6350853535
9765,-24.2680109374
9767,-27.6344631186
9769,-31.0213832543
9771,-33.9331025221
9773,-36.2568523435
9775,-37.9082367434
9777,-38.8959301102
9779,-39.2484412113
9781,-39.2922710498
9782,-39.182610943
9784,-39.1386440625
9786,-39.4015549189
9788,-40.1785438393
9790,-41.3321577974
9791,-42.723811607
9793,-44.1123915051
9795,-45.2762770303
9797,-45.9206450288
9799,-46.2373432738
9801,-46.3246817782
9803,-46.3421051979
9805,-46.3421051979
9808,-46.3769461033
9810,-46.4984996664
9812,-46.7399883358
9814,-47.0473532582
9816,-47.3847787771
9819,-47.4015285592
9821,-47.0812971268
9824,-46.4464677006
9826,-45.564491466
9828,-44.4869632241
9831,-43.3681590494
9834,-42.2666851493
9836,-41.1668237926
9839,-40.0502607112
9842,-38.740604462
9845,-37.0100255789
9847,-34.9276619391
9850,-32.5786952399
9853,-30.1274201342
9856,-27.777657028
9859,-25.8866013997
9863,-24.4196914694
9866,-23.4120309426
9869,-22.7626700857
9872,-22.3888051518
9875,-22.0443548345
9879,-21.5718944048
9882,-20.9690191881
9885,-20.296971402
9889,-19.5866385258
9892,-19.0007391422
9895,-18.6406753044
9899,-18.5750206492
9902,-18.8372321266
9906,-19.4242926109
9909,-20.168309606
9913,-20.809529823
9917,-21.28692917
9920,-21.5086483594
9924,-21.477029525
9928,-21.1281194669
9931,-20.4895893863
9935,-19.489280226
9939,-18.1141326957
9943,-16.2467539706
9947,-13.7242775439
9951,-10.7238593293
9954,-7.3036488355
9958,-3.4301169533
9962,0.7306801718
9966,4.9200552682
9970,9.0574906873
9973,13.0327041751
9977,16.8510762709
9981,20.4895893863
9984,24.0550875541
9988,27.3757142972
9991,30.3729037858
9995,32.8890365478
9998,34.7059812583
10002,35.6098438504
10005,35.9945579309
10009,36.1139861081
10012,36.1854842955
10016,36.2806376426
10019,36.4228600703
10023,36.5646010203
10026,36.7058243313
10030,36.7997106988
10033,36.7293358631
10037,36.3755226501
10040,35.7545384592
10044,34.903098149
10047,33.9834066507
10051,33.1972214471
10054,32.8890365478
10058,32.9662847571
10062,33.3759886782
10065,33.9834066507
10069,34.6565354094
10073,35.0258472352
10076,35.0503376101
10080,34.7059812583
10084,34.0336513754
10088,33.0177221621
10091,31.7934218141
10095,30.4272514062
10099,29.0497321957
10103,27.6057882963
10107,26.0933123964
10111,24.4499649923
10115,22.6693939447
10119,20.8414848111
10123,19.0334328954
10127,17.4515659323
10131,16.5829910887
10135,16.2804615365
10139,16.4486673166
10143,16.9180058644
10147,17.4848469486
10152,17.8827987098
10156,18.1471678046
10160,18.3120010184
10164,18.4764697073
10168,18.7717811158
10172,19.456818407
10176,20.393340514
10180,21.5718944048
10184,22.9178639267
10187,24.3287362231
10191,25.6792114065
10195,26.9417684953
10199,28.0060484748
10203,28.9099282371
10207,29.6881136082
10210,30.481581194
10214,31.3956830711
10218,32.4227145621
10222,33.5540646965
10226,34.6812463163
10230,35.5615210676
10234,36.0662732671
10237,36.1378582426
10241,35.730471683
10245,34.8538878861
10249,33.7060972996
10252,32.5786952399
10256,31.6082048635
10260,30.9139148286
10263,30.7252529042
10267,31.1018365144
10271,31.7141454371
10275,32.2139265345
10279,32.3445214942
10283,31.7669837901
10286,30.4000851488
10290,28.600951823
10294,26.5337486493
10298,24.3894034301
10302,22.4825101885
10306,21.1281693509
10310,20.3291413881
10314,20.1361235792
10318,20.5216790935
10322,21.5403030665
10326,23.4735632495
10330,26.0638465656
10334,28.9379104402
10337,31.6612053156
10341,33.6047752755
10345,34.0837973864
10349,33.4014957016
10353,31.872562592
10357,29.8533287118
10360,27.9205200982
10364,26.8545754147
10368,26.5921899697
10372,26.8545754147
10375,27.3469045017
10379,27.6631229384
10383,27.4045091146
10386,26.6214341244
10390,25.3518582082
10393,23.7190229614
10397,21.8557445353
10400,19.9748936493
10404,18.1801386956
10407,16.6165296798
10410,15.3333549738
10414,14.5146304083
10417,14.3433223906
10420,14.7198935536
10423,15.4013162771
10426,16.2804615365
10429,17.1851958221
10432,17.9820234786
10435,18.5750206492
10437,18.9680838241
10440,19.1313346354
10443,19.0660625817
10446,18.9026835311
10448,18.6734579131
10451,18.3449095045
10453,17.9159205786
10456,17.3850719008
10459,16.8510762709
10461,16.381409224
10464,15.9094171254
10466,15.4352536774
10468,14.924771444
10471,14.480400637
10473,14.1029651707
10475,13.8621547995
10477,13.8277277793
10479,14.1716984153
10481,15.0952235559
10483,16.4822525619
10485,18.1801386956
10487,20.1038737432
10488,22.2011638836
10490,24.3894034301
10491,26.5921899697
10493,28.7697028447
10494,30.8870205191
10496,32.9920311173
10497,35.172646291
10499,37.4963553623
10500,39.8999963635
10501,42.3666439194
10503,44.7094197984
10504,46.5850081669
10505,47.9978060731
10506,48.9933650195
10508,49.6766096774
10509,50.0715359063
10510,50.2067516125
10511,50.1767852908
10512,50.0413999348
10514,49.8596923727
10515,49.7835677396
10516,49.8292664464
10517,50.0564726459
10518,50.534078303
10519,51.2184920186
10520,51.9804893678
10522,52.2288833253
10523,51.7853656439
10524,50.6078536683
10525,48.6764586595
10526,46.0618573423
10527,43.0379008201
10528,40.0288443739
10530,37.3118502962
10531,35.0993127693
10532,33.5540646965
10534,32.5007724568
10535,31.6612053156
10537,30.9139148286
10538,30.0179563789
10540,28.7134981688
10542,26.6506175379
10543,23.9025384319
10545,20.4575365848
10547,16.381409224
10549,11.7081306499
10551,6.4033043663
10553,0.6210903457
10555,-5.3911576306
10557,-11.4626535639
10559,-17.2518344684
10562,-22.5759909162
10564,-27.1736405917
10566,-30.9139148286
10568,-33.7818730534
10570,-35.5856897411
10573,-36.2330898841
10575,-36.0423576483
10577,-35.1237591502
10580,-33.6047752755
10582,-31.6612053156
10585,-29.6052585576
10587,-27.6344631186
10590,-25.827447596
10592,-24.2680109374
10595,-23.072654984
10598,-22.4200705405
10600,-22.2011147355
10603,-22.3888051518
10606,-22.9488407707
10609,-23.7496288352
10612,-24.7219143316
10614,-25.6198041626
10617,-26.4165954901
10620,-27.0288270526
10623,-27.4045091146
10626,-27.5770534233
10629,-27.6057432691
10632,-27.5483485802
10635,-27.4620989486
10638,-27.3757142972
10641,-27.2891947019
10644,-27.1446805813
10647,-26.9127342748
10651,-26.5629767519
10654,-26.0933123964
10657,-25.6198041626
10660,-25.3219763847
10663,-25.4114840578
10666,-26.0048241484
10670,-27.2603399659
10673,-28.7697028447
10676,-30.0179563789
10679,-30.7792076759
10683,-30.806162415
10686,-29.9631553002
10689,-28.1766988539
10692,-25.7088695907
10696,-22.7316084097
10699,-19.456818407
10702,-16.2130877155
10705,-13.4135444739
10708,-11.2168048145
10710,-9.5910843228
10713,-8.6294238887
10716,-8.3792291527
10719,-8.9505675361
10721,-10.1938789973
10724,-12.127870255
10727,-14.3775942795
10729,-15.8756366433
10732,-17.351754531
10735,-18.8372321266
10737,-20.3612476182
10740,-22.5759909162
10742,-27.7490572669
10744,-30.8600688595
10747,-32.6564829746
10749,-34.0837973864
10751,-35.5856897411
10754,-37.1263997703
10756,-38.4951209301
10758,-39.4669751963
10760,-39.9214934822
10763,-39.7922407136
10765,-38.9843791762
10767,-37.634157342
10770,-36.2092756522
10772,-35.0258087773
10774,-34.4333570261
10777,-34.7306627002
10779,-35.8987093838
10781,-37.3811189058
10784,-38.7628253251
10786,-39.7058130669
10789,-39.8138391824
10791,-38.8737920817
10794,-37.1960459143
10797,-34.903098149
10799,-32.1091306639
10802,-28.993829585
10805,-26.0343196278
10808,-23.2888431126
10811,-20.9052540624
10814,-18.8372321266
10817,-17.1518061752
10820,-15.6048272129
10823,-14.1029651707
10826,-12.441758751
10829,-10.6532818677
10833,-8.6294238887
10836,-6.4393640103
10839,-4.2666452389
10843,-2.2274960581
10846,-0.5114386591
10849,0.7306801718
10853,1.4610657083
10856,1.7896158289
10860,1.8260954451
10863,1.7165950026
10867,1.4975573187
10871,1.2784758877
10874,1.1324195518
10878,1.095917422
10882,1.2054783261
10885,1.4245729135
10889,1.6801111227
10893,1.8626308462
10897,1.8626308462
10901,1.6801111227
10905,1.2419776105
10908,0.5845211426
10912,-0.1461207026
10916,-0.8036989291
10920,-1.3515265956
10924,-1.6435686035
10928,-1.6801111227
10932,-1.607082028
10936,-1.4610657083
10940,-1.3515265956
10944,-1.3880216725
10949,-1.5340477152
10953,-1.8625735819
10957,-2.3368702596
10961,-2.9566556878
10965,-3.7212798864
10970,-4.5571590129
10974,-5.4273493762
10978,-6.4033043663
10982,-7.4114582306
10987,-8.4507546164
10991,-9.3067112462
10995,-9.9813874762
11000,-10.4414095607
11004,-10.6180085569
11008,-10.5120844882
11013,-10.1938789973
11017,-9.8040804781
11022,-9.4844855369
11026,-9.2355172243
11031,-9.2355172243
11035,-9.4489564486
11040,-9.8040804781
11044,-10.264609927
11049,-10.7943485946
11053,-11.2168048145
11058,-11.3573337209
11063,-11.0761392113
11067,-10.4414095607
11072,-9.4489564486
11076,-8.2003851848
11081,-6.871898818
11086,-5.572129472
11090,-4.3029575278
11095,-3.1388338749
11099,-2.1909771044
11104,-1.4610657083
11108,-0.9132794113
11113,-0.4749254394
11117,-0.0365159186
11121,0.3653262643
11125,0.657601726
11129,0.8036989291
11133,0.7671898617
11137,0.5480087833
11141,0.1461207026
11145,-0.2557244183
11148,-0.6210330276
11152,-0.8402073446
11155,-0.8767723898
11159,-0.6941125727
11162,-0.2557244183
11165,0.5480087833
11169,1.7531347627
11172,3.5029391669
11175,5.861530775
11178,8.7722043464
11181,11.9531181776
11184,15.2653494808
11187,18.5093669972
11190,21.5718944048
11193,24.3894034301
11196,26.8836851261
11198,29.1055743477
11201,31.0213832543
11204,32.5527495683
11206,33.6554660772
11209,34.3835863576
11211,34.7306627002
11214,34.7059812583
11217,34.3088389642
11219,33.7060972996
11222,33.0177221621
11225,32.4227145621
11227,31.9778590244
11230,31.8198033366
11233,31.9515678175
11235,32.2923449755
11238,32.734135726
11241,33.2483896442
11243,33.6807692788
11246,33.9331419996
11249,34.008516733
11251,33.907947923
11254,33.6807692788
11257,33.3759886782
11259,33.0433982606
11262,32.734135726
11264,32.4227145621
11266,32.1091718075
11269,31.6612053156
11271,30.8062047182
11273,29.5776388473
11275,28.0060484748
11278,26.0933123964
11280,23.8108454716
11282,21.3186799777
11284,18.7062278615
11286,16.1794099644
11288,13.7587891471
11289,11.6029946717
11291,9.5555773781
11293,7.5910418719
11294,5.535955258
11296,3.3573407823
11297,0.9132794113
11299,-2.0085852545
11300,-5.3911576306
11301,-9.1642944518
11303,-13.3444190026
11304,-17.8497164375
11305,-22.5136844737
11306,-26.9707877844
11307,-30.994549337
11308,-34.4333570261
11309,-37.1496172498
11311,-39.0946568154
11312,-40.5815854888
11312,-41.7621731735
11313,-42.7829487815
11314,-43.6757245283
11315,-44.244021637
11316,-44.4310827743
11317,-44.244021637
11318,-43.7139317089
11319,-42.998833304
11320,-42.5655500343
11320,-42.7829487815
11321,-43.752120228
11322,-45.4027272097
11323,-47.4182677118
11324,-49.1659444142
11325,-50.4452519812
11326,-51.2041230425
11327,-51.4184975847
11329,-51.0311763208
11330,-50.0715359063
11331,-48.6764586595
11332,-46.8428345251
11333,-44.6169265643
11335,-42.0255119042
11336,-39.2922710498
11337,-36.4937953199
11339,-33.6807692788
11341,-30.886978287
11342,-28.2618207456
11344,-25.9457424144
11346,-24.024577911
11348,-22.5136844737
11349,-21.3503673388
11351,-20.5857177022
11354,-20.1360730412
11356,-19.7162498762
11358,-19.1965040619
11360,-18.4764697073
11362,-17.3850196887
11365,-16.0107434409
11367,-14.5146304083
11370,-13.0673601343
11372,-11.7431399514
11375,-10.7943485946
11377,-10.3707025209
11380,-10.4767233349
11383,-11.1113045462
11386,-12.1976634378
11388,-13.6898099118
11391,-15.4352536774
11394,-17.2185211438
11397,-19.0333816613
11400,-20.7776114149
11403,-22.4512729002
11406,-23.963610963
11409,-25.3518582082
11412,-26.5921899697
11416,-27.6917677532
11419,-28.5727443574
11422,-29.1891586443
11425,-29.6052585576
11428,-29.8807972612
11431,-30.0727399685
11434,-30.2911835525
11437,-30.590016745
11440,-30.9676581679
11443,-31.3423808824
11446,-31.6612053156
11449,-31.7405721407
11451,-31.3956830711
11454,-30.6711953147
11457,-29.5500040323
11459,-28.0630070354
11462,-26.122763408
11464,-23.7802683573
11467,-21.0008564131
11469,-17.750343916
11472,-14.0341905131
11474,-9.6976161939
11476,-4.7386547249
11478,0.6941125727
11481,6.4754751339
11483,12.3372489529
11485,18.1141844846
11487,23.5349900842
11489,28.4034039935
11491,32.6824093033
11492,36.3043712245
11494,39.2484412113
11496,41.4966578564
11497,43.2520084753
11499,44.5984041559
11501,45.5823987035
11502,46.2723175314
11503,46.8599553121
11505,47.4684739046
11506,48.1284563918
11508,48.8670777516
11509,49.6612983566
11510,50.4304229004
11512,51.1034021591
11513,51.6167926196
11514,51.9109917197
11515,51.883149871
11517,51.4469375055
11518,50.6960709577
11519,49.7072274588
11520,48.5646030315
11521,47.4684739046
11522,46.5504323737
11524,45.8675358919
11525,45.4567517461
11526,45.2943677828
11527,45.2762770303
11528,45.0946485254
11530,44.5241672749
11531,43.3488415093
11532,41.4761207074
11533,38.8737920817
11535,35.9466626901
11536,33.0690996883
11538,30.5087021136
11539,28.4034039935
11541,26.9127342748
11542,26.0933123964
11544,25.7978485242
11546,25.886647808
11548,26.1816671316
11549,26.4165954901
11551,26.3579755988
11553,25.975313863
11555,25.3518582082
11557,24.510515931
11560,23.6577681486
11562,23.1345011349
11564,23.1036094251
